candidate_name,pct,sample_size,state,start_date,end_date,methodology,party,candidate_win
Donald Trump,46,653,Wisconsin,2024-07-11,2024-07-12,IVR/Text,REP,0
Joe Biden,46,568,Michigan,2024-07-11,2024-07-12,IVR/Text,DEM,0
Donald Trump,47,568,Michigan,2024-07-11,2024-07-12,IVR/Text,REP,0
Kamala Harris,46,568,Michigan,2024-07-11,2024-07-12,IVR/Text,DEM,0
Donald Trump,48,568,Michigan,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,45,568,Michigan,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,45,568,Michigan,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,48,568,Michigan,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,47,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,REP,0
Kamala Harris,45,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,DEM,0
Donald Trump,50,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,51,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,50,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,REP,0
Donald Trump,46,537,Pennsylvania,2024-07-11,2024-07-12,IVR/Text,REP,0
Joe Biden,42,4000,National,2024-07-10,2024-07-12,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-07-10,2024-07-12,Online Panel,REP,0
Joe Biden,46,661,Virginia,2024-07-09,2024-07-12,Live Phone,DEM,0
Donald Trump,44,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Joe Biden,48,661,Virginia,2024-07-09,2024-07-12,Live Phone,DEM,0
Joe Biden,38,661,Virginia,2024-07-09,2024-07-12,Live Phone,DEM,0
Donald Trump,36,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Donald Trump,38,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Donald Trump,44,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Kamala Harris,41,661,Virginia,2024-07-09,2024-07-12,Live Phone,DEM,0
Donald Trump,38,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Donald Trump,39,661,Virginia,2024-07-09,2024-07-12,Live Phone,REP,0
Joe Biden,43,596,Arizona,2024-07-10,2024-07-11,IVR/Text,DEM,0
Donald Trump,51,596,Arizona,2024-07-10,2024-07-11,IVR/Text,REP,0
Kamala Harris,44,596,Arizona,2024-07-10,2024-07-11,IVR/Text,DEM,0
Donald Trump,52,596,Arizona,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,49,596,Arizona,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,51,596,Arizona,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,46,596,Arizona,2024-07-10,2024-07-11,IVR/Text,REP,0
Joe Biden,47,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,DEM,0
Donald Trump,47,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,49,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,48,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,46,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,44,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Donald Trump,47,548,Wisconsin,2024-07-10,2024-07-11,IVR/Text,REP,0
Joe Biden,44,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Donald Trump,48,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,REP,0
Joe Biden,38,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Joe Biden,40,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Donald Trump,42,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,REP,0
Kamala Harris,46,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Donald Trump,48,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,REP,0
Kamala Harris,47,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Donald Trump,48,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,REP,0
Kamala Harris,42,872,Pennsylvania,2024-07-09,2024-07-11,Live Phone,DEM,0
Joe Biden,42,4000,National,2024-07-09,2024-07-11,Online Panel,DEM,0
Joe Biden,40,2295,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,DEM,0
Donald Trump,43,2295,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,REP,0
Kamala Harris,44,2295,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,DEM,0
Donald Trump,48,2295,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,REP,0
Joe Biden,42,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,DEM,0
Donald Trump,45,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,REP,0
Joe Biden,38,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,DEM,0
Donald Trump,42,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,REP,0
Kamala Harris,43,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,DEM,0
Donald Trump,47,2535,National,2024-07-08,2024-07-11,Online Panel/Text-to-Web,REP,0
Joe Biden,33,698,Nebraska,2024-07-08,2024-07-11,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,300,Nebraska CD-2,2024-07-08,2024-07-11,Live Phone/Text-to-Web,REP,0
Donald Trump,44,1000,Virginia,2024-07-06,2024-07-11,Online Ad,REP,0
Kamala Harris,47,1000,Virginia,2024-07-06,2024-07-11,Online Ad,DEM,0
Donald Trump,47,1000,Virginia,2024-07-06,2024-07-11,Online Ad,REP,0
Joe Biden,50,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,DEM,0
Donald Trump,48,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,REP,0
Joe Biden,42,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,DEM,0
Donald Trump,43,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,REP,0
Kamala Harris,50,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,DEM,0
Donald Trump,49,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,REP,0
Donald Trump,48,1174,National,2024-07-09,2024-07-10,Live Phone/Online Panel,REP,0
Donald Trump,44,4000,National,2024-07-08,2024-07-10,Online Panel,REP,0
Joe Biden,39,419,Arizona,2024-07-08,2024-07-10,Online Panel,DEM,0
Donald Trump,43,419,Arizona,2024-07-08,2024-07-10,Online Panel,REP,0
Donald Trump,45,465,Florida,2024-07-08,2024-07-10,Online Panel,REP,0
Donald Trump,46,433,Georgia,2024-07-08,2024-07-10,Online Panel,REP,0
Donald Trump,42,465,Michigan,2024-07-08,2024-07-10,Online Panel,REP,0
Donald Trump,44,420,North Carolina,2024-07-08,2024-07-10,Online Panel,REP,0
Donald Trump,44,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,REP,0
Joe Biden,48,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,DEM,0
Donald Trump,49,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,REP,0
Kamala Harris,48,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,DEM,0
Donald Trump,49,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,REP,0
Donald Trump,49,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,REP,0
Donald Trump,48,1210,National,2024-07-07,2024-07-10,Live Phone/Text-to-Web,REP,0
Joe Biden,44,600,Wisconsin,2024-07-06,2024-07-10,Live Phone,DEM,0
Joe Biden,36,600,Wisconsin,2024-07-06,2024-07-10,Live Phone,DEM,0
Donald Trump,38,600,Wisconsin,2024-07-06,2024-07-10,Live Phone,REP,0
Kamala Harris,47,600,Wisconsin,2024-07-06,2024-07-10,Live Phone,DEM,0
Joe Biden,39.4,600,Iowa,2024-07-08,2024-07-09,Online Panel/Text-to-Web,DEM,0
Donald Trump,51.4,600,Iowa,2024-07-08,2024-07-09,Online Panel/Text-to-Web,REP,0
Kamala Harris,38,1443,National,2024-07-07,2024-07-09,Online Panel,DEM,0
Donald Trump,42,1443,National,2024-07-07,2024-07-09,Online Panel,REP,0
Joe Biden,43,800,National,2024-07-07,2024-07-09,Live Phone,DEM,0
Donald Trump,45,800,National,2024-07-07,2024-07-09,Live Phone,REP,0
Donald Trump,40,800,National,2024-07-07,2024-07-09,Live Phone,REP,0
Kamala Harris,45,800,National,2024-07-07,2024-07-09,Live Phone,DEM,0
Donald Trump,47,800,National,2024-07-07,2024-07-09,Live Phone,REP,0
Joe Biden,42,4000,National,2024-07-07,2024-07-09,Online Panel,DEM,0
Joe Biden,46,2041,National,2024-07-05,2024-07-09,Probability Panel,DEM,0
Donald Trump,46,2041,National,2024-07-05,2024-07-09,Probability Panel,REP,0
Joe Biden,42,2041,National,2024-07-05,2024-07-09,Probability Panel,DEM,0
Donald Trump,43,2041,National,2024-07-05,2024-07-09,Probability Panel,REP,0
Kamala Harris,49,2041,National,2024-07-05,2024-07-09,Probability Panel,DEM,0
Donald Trump,47,2041,National,2024-07-05,2024-07-09,Probability Panel,REP,0
Donald Trump,43,1101,National,2024-07-08,2024-07-08,Online Panel,REP,0
Donald Trump,44,1101,National,2024-07-08,2024-07-08,Online Panel,REP,0
Joe Biden,49.8,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,39.9,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,43.7,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Kamala Harris,42.8,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,48.3,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,48.9,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,48,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,48.3,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,46.9,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,48.6,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,46.3,1370,National,2024-07-07,2024-07-08,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,42,4000,National,2024-07-06,2024-07-08,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-07-06,2024-07-08,Online Panel,REP,0
Joe Biden,44,601,Arizona,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,48,601,Arizona,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,39,601,Arizona,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,41,601,Arizona,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,45,608,Georgia,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,49,608,Georgia,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,39,608,Georgia,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,45,608,Georgia,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,45,607,Michigan,2024-07-01,2024-07-08,Online Panel,DEM,0
Joe Biden,40,607,Michigan,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,43,607,Michigan,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,45,610,North Carolina,2024-07-01,2024-07-08,Online Panel,DEM,0
Joe Biden,41,610,North Carolina,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,47,612,Pennsylvania,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,44,612,Pennsylvania,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,42,612,Pennsylvania,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,45,617,Wisconsin,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,47,617,Wisconsin,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,42,617,Wisconsin,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,50,402,Nevada,2024-07-01,2024-07-08,Online Panel,REP,0
Joe Biden,35,402,Nevada,2024-07-01,2024-07-08,Online Panel,DEM,0
Donald Trump,44,11323,National,2024-07-05,2024-07-07,Online Panel,REP,0
Joe Biden,40,7729,National,2024-07-01,2024-07-07,Probability Panel,DEM,0
Donald Trump,44,7729,National,2024-07-01,2024-07-07,Probability Panel,REP,0
Joe Biden,47,7729,National,2024-07-01,2024-07-07,Probability Panel,DEM,0
Donald Trump,50,7729,National,2024-07-01,2024-07-07,Probability Panel,REP,0
Joe Biden,41,5016,National,2024-06-28,2024-07-07,Online Panel,DEM,0
Donald Trump,41,5016,National,2024-06-28,2024-07-07,Online Panel,REP,0
Joe Biden,38,5016,National,2024-06-28,2024-07-07,Online Panel,DEM,0
Donald Trump,38,5016,National,2024-06-28,2024-07-07,Online Panel,REP,0
Joe Biden,44,4347,National,2024-06-28,2024-07-07,Online Panel,DEM,0
Donald Trump,42,4347,National,2024-06-28,2024-07-07,Online Panel,REP,0
Donald Trump,44,4000,National,2024-07-04,2024-07-06,Online Panel,REP,0
Joe Biden,42,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,DEM,0
Donald Trump,43,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,REP,0
Donald Trump,41,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,REP,0
Donald Trump,40,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,REP,0
Donald Trump,40,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,REP,0
Donald Trump,41,1000,National,2024-07-02,2024-07-06,Live Phone/Online Panel,REP,0
Donald Trump,44,4000,National,2024-07-03,2024-07-05,Online Panel,REP,0
Joe Biden,38,781,Arizona,2024-07-01,2024-07-05,Online Panel,DEM,0
Joe Biden,45,694,Michigan,2024-07-01,2024-07-05,Online Panel,DEM,0
Donald Trump,39,694,Michigan,2024-07-01,2024-07-05,Online Panel,REP,0
Joe Biden,48,694,Michigan,2024-07-01,2024-07-05,Online Panel,DEM,0
Donald Trump,43,694,Michigan,2024-07-01,2024-07-05,Online Panel,REP,0
Joe Biden,41,695,Wisconsin,2024-07-01,2024-07-05,Online Panel,DEM,0
Donald Trump,39,695,Wisconsin,2024-07-01,2024-07-05,Online Panel,REP,0
Donald Trump,44,695,Wisconsin,2024-07-01,2024-07-05,Online Panel,REP,0
Joe Biden,42,4000,National,2024-07-02,2024-07-04,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-07-02,2024-07-04,Online Panel,REP,0
Joe Biden,42,790,Georgia,2024-07-01,2024-07-04,Online Panel,DEM,0
Donald Trump,47,790,Georgia,2024-07-01,2024-07-04,Online Panel,REP,0
Joe Biden,40,696,North Carolina,2024-07-01,2024-07-04,Online Panel,DEM,0
Joe Biden,43,696,North Carolina,2024-07-01,2024-07-04,Online Panel,DEM,0
Donald Trump,46,696,North Carolina,2024-07-01,2024-07-04,Online Panel,REP,0
Joe Biden,39,452,Nevada,2024-07-01,2024-07-04,Online Panel,DEM,0
Donald Trump,45,452,Nevada,2024-07-01,2024-07-04,Online Panel,REP,0
Donald Trump,48,452,Nevada,2024-07-01,2024-07-04,Online Panel,REP,0
Joe Biden,41,794,Pennsylvania,2024-07-01,2024-07-04,Online Panel,DEM,0
Donald Trump,44,794,Pennsylvania,2024-07-01,2024-07-04,Online Panel,REP,0
Donald Trump,51,794,Pennsylvania,2024-07-01,2024-07-04,Online Panel,REP,0
Joe Biden,31,6199,National,2024-06-28,2024-07-04,Online Panel,DEM,0
Joe Biden,37,1000,National,2024-07-01,2024-07-03,Live Phone/Text-to-Web/Online Ad,DEM,0
Donald Trump,43,1000,National,2024-07-01,2024-07-03,Live Phone/Text-to-Web/Online Ad,REP,0
Donald Trump,49,1000,National,2024-07-01,2024-07-03,Live Phone/Text-to-Web/Online Ad,REP,0
Joe Biden,42,1000,National,2024-07-01,2024-07-03,Live Phone/Text-to-Web/Online Ad,DEM,0
Donald Trump,47,1000,National,2024-07-01,2024-07-03,Live Phone/Text-to-Web/Online Ad,REP,0
Donald Trump,44,4000,National,2024-07-01,2024-07-03,Online Panel,REP,0
Joe Biden,40,2067,National,2024-07-01,2024-07-03,Online Panel,DEM,0
Joe Biden,47,2067,National,2024-07-01,2024-07-03,Online Panel,DEM,0
Kamala Harris,46,2067,National,2024-07-01,2024-07-03,Online Panel,DEM,0
Donald Trump,46,2067,National,2024-07-01,2024-07-03,Online Panel,REP,0
Joe Biden,36,809,Virginia,2024-06-24,2024-07-03,Live Phone,DEM,0
Donald Trump,39,809,Virginia,2024-06-24,2024-07-03,Live Phone,REP,0
Joe Biden,40,892,National,2024-07-01,2024-07-02,Probability Panel,DEM,0
Donald Trump,40,892,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,39,892,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Kamala Harris,42,892,National,2024-07-01,2024-07-02,Probability Panel,DEM,0
Donald Trump,43,892,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,40,892,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,42,892,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Joe Biden,36,1070,National,2024-07-01,2024-07-02,Probability Panel,DEM,0
Donald Trump,36,1070,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,39,1070,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,35,1070,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,37,1070,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Donald Trump,37,1070,National,2024-07-01,2024-07-02,Probability Panel,REP,0
Joe Biden,40,1392,National,2024-06-30,2024-07-02,Online Panel,DEM,0
Donald Trump,42,1392,National,2024-06-30,2024-07-02,Online Panel,REP,0
Joe Biden,43,490,Wisconsin,2024-06-30,2024-07-02,Online Ad,DEM,0
Joe Biden,42,4000,National,2024-06-30,2024-07-02,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-06-30,2024-07-02,Online Panel,REP,0
Joe Biden,42,1500,National,2024-06-29,2024-07-02,Live Phone/Text-to-Web,DEM,0
Donald Trump,48,1500,National,2024-06-29,2024-07-02,Live Phone/Text-to-Web,REP,0
Joe Biden,36,1500,National,2024-06-29,2024-07-02,Live Phone/Text-to-Web,DEM,0
Joe Biden,48,2815,National,2024-06-28,2024-07-02,Online Panel,DEM,0
Donald Trump,44,2815,National,2024-06-28,2024-07-02,Online Panel,REP,0
Joe Biden,41,1532,National,2024-06-28,2024-07-02,Live Phone,DEM,0
Joe Biden,33,1532,National,2024-06-28,2024-07-02,Live Phone,DEM,0
Donald Trump,40,1532,National,2024-06-28,2024-07-02,Live Phone,REP,0
Joe Biden,43,1532,National,2024-06-28,2024-07-02,Live Phone,DEM,0
Joe Biden,37,1532,National,2024-06-28,2024-07-02,Live Phone,DEM,0
Joe Biden,38,600,Wisconsin,2024-06-28,2024-07-02,Live Phone/Text-to-Web,DEM,0
Joe Biden,45,600,Wisconsin,2024-06-28,2024-07-02,Live Phone/Text-to-Web,DEM,0
Donald Trump,50,600,Wisconsin,2024-06-28,2024-07-02,Live Phone/Text-to-Web,REP,0
Joe Biden,55,1261,California,2024-06-24,2024-07-02,Probability Panel,DEM,0
Donald Trump,30,1261,California,2024-06-24,2024-07-02,Probability Panel,REP,0
Donald Trump,44,1176,National,2024-06-28,2024-07-01,Online Panel,REP,0
Kamala Harris,45,1176,National,2024-06-28,2024-07-01,Online Panel,DEM,0
Joe Biden,40,1484,Texas,2024-06-20,2024-07-01,Online Panel,DEM,0
Joe Biden,44,869,National,2024-06-29,2024-06-30,IVR/Online Panel,DEM,0
Donald Trump,46,869,National,2024-06-29,2024-06-30,IVR/Online Panel,REP,0
Joe Biden,37,961,National,2024-06-29,2024-06-30,IVR/Online Panel,DEM,0
Joe Biden,39,869,National,2024-06-29,2024-06-30,IVR/Online Panel,DEM,0
Donald Trump,42,869,National,2024-06-29,2024-06-30,IVR/Online Panel,REP,0
Joe Biden,43,10679,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,44,10679,National,2024-06-28,2024-06-30,Online Panel,REP,0
Donald Trump,46,2090,National,2024-06-28,2024-06-30,Online Panel,REP,0
Donald Trump,43,2090,National,2024-06-28,2024-06-30,Online Panel,REP,0
Joe Biden,37.5,1000,National,2024-06-28,2024-06-30,Live Phone,DEM,0
Donald Trump,41.4,1000,National,2024-06-28,2024-06-30,Live Phone,REP,0
Joe Biden,43,1274,National,2024-06-28,2024-06-30,Probability Panel,DEM,0
Donald Trump,49,1274,National,2024-06-28,2024-06-30,Probability Panel,REP,0
Joe Biden,35,1274,National,2024-06-28,2024-06-30,Probability Panel,DEM,0
Donald Trump,47,1274,National,2024-06-28,2024-06-30,Probability Panel,REP,0
Donald Trump,48,1274,National,2024-06-28,2024-06-30,Probability Panel,REP,0
Donald Trump,47,1274,National,2024-06-28,2024-06-30,Probability Panel,REP,0
Joe Biden,48,1500,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Joe Biden,38,1500,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,43,1500,National,2024-06-28,2024-06-30,Online Panel,REP,0
Joe Biden,37,1500,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,53,1500,National,2024-06-28,2024-06-30,Online Panel,REP,0
Kamala Harris,40,1500,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Kamala Harris,38,1500,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,43,1500,National,2024-06-28,2024-06-30,Online Panel,REP,0
Joe Biden,41,741,Pennsylvania,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,46,741,Pennsylvania,2024-06-28,2024-06-30,Online Panel,REP,0
Joe Biden,33,492,Arizona,2024-06-28,2024-06-30,Online Panel,DEM,0
Joe Biden,34.9,1007,National,2024-06-28,2024-06-30,Online Panel,DEM,0
Donald Trump,37.3,1007,National,2024-06-28,2024-06-30,Online Panel,REP,0
Donald Trump,41.6,723,National,2024-06-28,2024-06-30,Online Panel,REP,0
Joe Biden,42,1746,New Hampshire,2024-06-28,2024-06-29,Text-to-Web,DEM,0
Donald Trump,44,1746,New Hampshire,2024-06-28,2024-06-29,Text-to-Web,REP,0
Donald Trump,44.3,1029,National,2024-06-27,2024-06-29,IVR/Text-to-Web,REP,0
Donald Trump,44,4000,National,2024-06-27,2024-06-29,Online Panel,REP,0
Joe Biden,43,2315,National,2024-06-28,2024-06-28,Online Panel,DEM,0
Donald Trump,45,2315,National,2024-06-28,2024-06-28,Online Panel,REP,0
Joe Biden,45,2086,National,2024-06-28,2024-06-28,Online Panel,DEM,0
Donald Trump,44,2086,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,48,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Kamala Harris,45,1011,National,2024-06-28,2024-06-28,Online Panel,DEM,0
Donald Trump,48,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,46,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,47,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,46,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,46,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Donald Trump,46,1011,National,2024-06-28,2024-06-28,Online Panel,REP,0
Joe Biden,38,841,National,2024-06-27,2024-06-28,Online Panel,DEM,0
Donald Trump,45,841,National,2024-06-27,2024-06-28,Online Panel,REP,0
Donald Trump,45.5,1634,National,2024-06-26,2024-06-28,Online Ad,REP,0
Donald Trump,41,1244,National,2024-06-26,2024-06-28,Online Panel,REP,0
Joe Biden,40,1244,National,2024-06-26,2024-06-28,Online Panel,DEM,0
Donald Trump,39,1244,National,2024-06-26,2024-06-28,Online Panel,REP,0
Joe Biden,43,4000,National,2024-06-26,2024-06-28,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-06-26,2024-06-28,Online Panel,REP,0
Joe Biden,41,600,National,2024-06-27,2024-06-27,Online Ad,DEM,0
Donald Trump,44,600,National,2024-06-27,2024-06-27,Online Ad,REP,0
Joe Biden,35,600,National,2024-06-27,2024-06-27,Online Ad,DEM,0
Donald Trump,41,600,National,2024-06-27,2024-06-27,Online Ad,REP,0
Joe Biden,36,600,Texas,2024-06-25,2024-06-27,Live Phone/Text-to-Web,DEM,0
Joe Biden,41,600,Texas,2024-06-25,2024-06-27,Live Phone/Text-to-Web,DEM,0
Joe Biden,44,4000,National,2024-06-25,2024-06-27,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-06-25,2024-06-27,Online Panel,REP,0
Joe Biden,38,5169,National,2024-05-31,2024-06-27,Online Panel,DEM,0
Donald Trump,40,5169,National,2024-05-31,2024-06-27,Online Panel,REP,0
Joe Biden,34,5169,National,2024-05-31,2024-06-27,Online Panel,DEM,0
Donald Trump,37,5169,National,2024-05-31,2024-06-27,Online Panel,REP,0
Joe Biden,43,4067,National,2024-05-31,2024-06-27,Online Panel,DEM,0
Donald Trump,41,4067,National,2024-05-31,2024-06-27,Online Panel,REP,0
Donald Trump,38,4067,National,2024-05-31,2024-06-27,Online Panel,REP,0
